"App name","Date","Time","Duration"
"Camera","12/16/23","4:07:38 PM","0:00:06"
"Messenger","12/16/23","4:07:37 PM","0:00:01"
"Screen on (unlocked)","12/16/23","4:07:37 PM","0:00:00"
"Screen off","12/16/23","4:07:36 PM","0:00:00"
"Screen off (locked)","12/16/23","4:06:31 PM","0:01:05"
"Messenger","12/16/23","4:06:04 PM","0:00:27"
"Zalo","12/16/23","4:05:59 PM","0:00:04"
"Screen on (unlocked)","12/16/23","4:05:59 PM","0:00:00"
"Screen off","12/16/23","4:05:59 PM","0:00:00"
"Screen off (locked)","12/16/23","4:05:02 PM","0:00:56"
"Zalo","12/16/23","4:04:55 PM","0:00:08"
"Camera","12/16/23","4:04:50 PM","0:00:01"
"Gallery","12/16/23","4:04:45 PM","0:00:04"
"Camera","12/16/23","4:04:40 PM","0:00:06"
"Screen on (unlocked)","12/16/23","4:04:40 PM","0:00:00"
"Screen off","12/16/23","4:04:39 PM","0:00:00"
"Screen off (locked)","12/16/23","4:04:21 PM","0:00:18"
"Camera","12/16/23","4:04:05 PM","0:00:16"
"Messenger","12/16/23","4:04:02 PM","0:00:02"
"Screen on (unlocked)","12/16/23","4:04:02 PM","0:00:00"
"Screen off","12/16/23","4:04:02 PM","0:00:00"
"Screen off (locked)","12/16/23","4:03:18 PM","0:00:44"
"Messenger","12/16/23","4:02:33 PM","0:00:45"
"Screen on (unlocked)","12/16/23","4:02:33 PM","0:00:00"
"Screen off","12/16/23","4:02:33 PM","0:00:00"
"Screen off (locked)","12/16/23","4:02:00 PM","0:00:33"
"Messenger","12/16/23","4:01:41 PM","0:00:19"
"Zalo","12/16/23","4:01:37 PM","0:00:04"
"Screen on (unlocked)","12/16/23","4:01:37 PM","0:00:00"
"Screen off","12/16/23","4:01:37 PM","0:00:00"
"Screen off (locked)","12/16/23","4:00:00 PM","0:01:37"
"Zalo","12/16/23","3:58:35 PM","0:01:25"
"Messenger","12/16/23","3:58:10 PM","0:00:23"
"Camera","12/16/23","3:58:04 PM","0:00:04"
"Screen on (unlocked)","12/16/23","3:58:04 PM","0:00:00"
"Screen off","12/16/23","3:58:03 PM","0:00:01"
"Screen off (locked)","12/16/23","3:56:56 PM","0:01:07"
"Camera","12/16/23","3:56:36 PM","0:00:20"
"Screen on (unlocked)","12/16/23","3:56:33 PM","0:00:01"
"Messenger","12/16/23","3:56:33 PM","0:00:00"
"Screen on (locked)","12/16/23","3:56:25 PM","0:00:07"
"Screen off (locked)","12/16/23","3:55:17 PM","0:01:09"
"Screen on (locked)","12/16/23","3:54:27 PM","0:00:49"
"Screen off (locked)","12/16/23","3:54:03 PM","0:00:24"
"Messenger","12/16/23","3:53:48 PM","0:00:16"
"Zalo","12/16/23","3:53:45 PM","0:00:01"
"Screen on (unlocked)","12/16/23","3:53:45 PM","0:00:00"
"Screen off","12/16/23","3:53:45 PM","0:00:00"
"Screen off (locked)","12/16/23","3:52:37 PM","0:01:08"
"Zalo","12/16/23","3:51:55 PM","0:00:42"
"Zalo","12/16/23","3:51:31 PM","0:00:04"
"Zalo","12/16/23","3:51:27 PM","0:00:04"
"Camera","12/16/23","3:51:06 PM","0:00:13"
"Zalo","12/16/23","3:50:31 PM","0:00:32"
"Camera","12/16/23","3:50:14 PM","0:00:06"
"Screen on (unlocked)","12/16/23","3:50:13 PM","0:00:00"
"Screen off","12/16/23","3:50:12 PM","0:00:00"
"Screen off (locked)","12/16/23","3:47:38 PM","0:02:34"
"Camera","12/16/23","3:47:04 PM","0:00:23"
"Zalo","12/16/23","3:46:52 PM","0:00:11"
"Gallery","12/16/23","3:46:41 PM","0:00:11"
"Camera","12/16/23","3:46:08 PM","0:00:33"
"Zalo","12/16/23","3:43:13 PM","0:02:52"
"Messenger","12/16/23","3:43:06 PM","0:00:05"
"Camera","12/16/23","3:42:53 PM","0:00:11"
"Gallery","12/16/23","3:42:50 PM","0:00:02"
"Camera","12/16/23","3:42:27 PM","0:00:23"
"Messenger","12/16/23","3:42:12 PM","0:00:15"
"Screen on (unlocked)","12/16/23","3:42:12 PM","0:00:00"
"Screen off","12/16/23","3:42:11 PM","0:00:01"
"Screen off (locked)","12/16/23","3:40:40 PM","0:01:31"
"Screen on (locked)","12/16/23","3:40:31 PM","0:00:08"
"Screen off (locked)","12/16/23","3:39:49 PM","0:00:42"
"Messenger","12/16/23","3:39:42 PM","0:00:08"
"Screen on (unlocked)","12/16/23","3:39:37 PM","0:00:03"
"Camera","12/16/23","3:39:37 PM","0:00:00"
"Screen on (locked)","12/16/23","3:39:34 PM","0:00:02"
"Screen off (locked)","12/16/23","3:39:19 PM","0:00:15"
"Camera","12/16/23","3:39:09 PM","0:00:10"
"Screen on (unlocked)","12/16/23","3:39:09 PM","0:00:00"
"Screen off","12/16/23","3:39:08 PM","0:00:01"
"Screen off (locked)","12/16/23","3:39:07 PM","0:00:01"
"Camera","12/16/23","3:39:01 PM","0:00:06"
"Gallery","12/16/23","3:38:59 PM","0:00:02"
"Camera","12/16/23","3:38:57 PM","0:00:02"
"Camera","12/16/23","3:38:44 PM","0:00:10"
"Discord","12/16/23","3:38:43 PM","0:00:01"
"Screen on (unlocked)","12/16/23","3:38:43 PM","0:00:00"
"Screen off","12/16/23","3:38:42 PM","0:00:01"
"Screen off (locked)","12/16/23","3:38:39 PM","0:00:03"
"Screen on (locked)","12/16/23","3:38:34 PM","0:00:05"
"Screen off (locked)","12/16/23","3:38:27 PM","0:00:08"
"Discord","12/16/23","3:36:27 PM","0:02:00"
"Screen on (unlocked)","12/16/23","3:36:24 PM","0:00:00"
"Screen off","12/16/23","3:36:24 PM","0:00:00"
"Screen off (locked)","12/16/23","3:36:22 PM","0:00:02"
"Camera","12/16/23","3:36:05 PM","0:00:13"
"Discord","12/16/23","3:34:58 PM","0:01:04"
"Messenger","12/16/23","3:34:35 PM","0:00:23"
"Screen on (unlocked)","12/16/23","3:34:35 PM","0:00:00"
"Screen off","12/16/23","3:34:35 PM","0:00:01"
"Screen off (locked)","12/16/23","3:32:36 PM","0:01:59"
"Screen on (unlocked)","12/16/23","3:32:16 PM","0:00:19"
"Messenger","12/16/23","3:32:16 PM","0:00:00"
"Screen on (locked)","12/16/23","3:32:16 PM","0:00:00"
"Screen off (locked)","12/16/23","3:32:05 PM","0:00:11"
"Messenger","12/16/23","3:31:11 PM","0:00:54"
"Screen on (unlocked)","12/16/23","3:31:10 PM","0:00:01"
"Screen on (locked)","12/16/23","3:31:09 PM","0:00:02"
"Screen off (locked)","12/16/23","3:31:07 PM","0:00:01"
"Screen on (locked)","12/16/23","3:30:58 PM","0:00:10"
"Screen off (locked)","12/16/23","3:30:56 PM","0:00:02"
"Messenger","12/16/23","3:28:57 PM","0:01:59"
"Messenger","12/16/23","3:28:55 PM","0:00:01"
"Messenger","12/16/23","3:28:45 PM","0:00:08"
"Screen on (unlocked)","12/16/23","3:28:43 PM","0:00:02"
"Facebook","12/16/23","3:28:43 PM","0:00:00"
"Screen on (locked)","12/16/23","3:28:43 PM","0:00:00"
"Screen off (locked)","12/16/23","3:25:08 PM","0:03:34"
"Facebook","12/16/23","3:24:26 PM","0:00:42"
"Screen on (unlocked)","12/16/23","3:24:17 PM","0:00:08"
"Messenger","12/16/23","3:24:17 PM","0:00:00"
"Screen on (locked)","12/16/23","3:24:15 PM","0:00:02"
"Screen off (locked)","12/16/23","3:21:36 PM","0:02:39"
"Messenger","12/16/23","3:21:26 PM","0:00:10"
"Screen on (unlocked)","12/16/23","3:21:25 PM","0:00:00"
"Screen off","12/16/23","3:21:25 PM","0:00:00"
"Screen off (locked)","12/16/23","3:20:32 PM","0:00:53"
"Messenger","12/16/23","3:20:22 PM","0:00:10"
"Screen on (unlocked)","12/16/23","3:20:22 PM","0:00:00"
"Screen off","12/16/23","3:20:21 PM","0:00:01"
"Screen off (locked)","12/16/23","3:17:19 PM","0:03:02"
"Messenger","12/16/23","3:17:09 PM","0:00:11"
"Screen on (unlocked)","12/16/23","3:17:07 PM","0:00:02"
"Facebook","12/16/23","3:17:07 PM","0:00:00"
"Screen on (locked)","12/16/23","3:17:07 PM","0:00:00"
"Screen off (locked)","12/16/23","3:16:54 PM","0:00:13"
"Facebook","12/16/23","3:16:01 PM","0:00:53"
"Facebook","12/16/23","3:15:57 PM","0:00:03"
"Messenger","12/16/23","3:15:13 PM","0:00:39"
"Screen on (unlocked)","12/16/23","3:15:05 PM","0:00:08"
"Screen on (locked)","12/16/23","3:15:05 PM","0:00:00"
"Screen off (locked)","12/16/23","3:14:49 PM","0:00:16"
"Screen on (unlocked)","12/16/23","3:14:03 PM","0:00:34"
"Messenger","12/16/23","3:14:03 PM","0:00:00"
"Screen on (locked)","12/16/23","3:14:03 PM","0:00:00"
"Screen off (locked)","12/16/23","3:13:48 PM","0:00:15"
"Screen on (unlocked)","12/16/23","3:13:28 PM","0:00:20"
"Messenger","12/16/23","3:13:28 PM","0:00:00"
"Screen on (locked)","12/16/23","3:13:23 PM","0:00:05"
"Screen off (locked)","12/16/23","3:12:43 PM","0:00:40"
"Messenger","12/16/23","3:10:26 PM","0:02:17"
"Screen on (unlocked)","12/16/23","3:10:23 PM","0:00:00"
"Screen on (locked)","12/16/23","3:10:22 PM","0:00:00"
"Screen off (locked)","12/16/23","3:09:38 PM","0:00:44"
"Screen on (locked)","12/16/23","3:09:36 PM","0:00:02"
"Screen off (locked)","12/16/23","3:09:31 PM","0:00:05"
"Google","12/16/23","3:03:24 PM","0:06:03"
"Screen on (unlocked)","12/16/23","3:03:01 PM","0:00:24"
"Screen on (locked)","12/16/23","3:03:00 PM","0:00:00"
"Screen off (locked)","12/16/23","2:40:12 PM","0:22:48"
"Camera","12/16/23","2:35:49 PM","0:04:08"
"Screen on (unlocked)","12/16/23","2:35:49 PM","0:00:00"
"Screen off","12/16/23","2:35:49 PM","0:00:01"
"Screen off (locked)","12/16/23","2:33:58 PM","0:01:50"
"Camera","12/16/23","2:33:51 PM","0:00:07"
"Chrome","12/16/23","2:33:46 PM","0:00:01"
"Screen on (unlocked)","12/16/23","2:33:46 PM","0:00:00"
"Screen on (locked)","12/16/23","2:33:44 PM","0:00:02"
"Screen off (locked)","12/16/23","2:31:36 PM","0:02:08"
"Chrome","12/16/23","2:31:17 PM","0:00:19"
"Screen on (unlocked)","12/16/23","2:31:17 PM","0:00:00"
"Screen on (locked)","12/16/23","2:31:12 PM","0:00:05"
"Screen off (locked)","12/16/23","2:30:28 PM","0:00:44"
"Screen on (locked)","12/16/23","2:30:08 PM","0:00:20"
"Screen off (locked)","12/16/23","2:29:33 PM","0:00:35"
"Screen on (locked)","12/16/23","2:29:13 PM","0:00:20"
"Screen off (locked)","12/16/23","2:23:25 PM","0:05:48"
"Screen on (locked)","12/16/23","2:23:19 PM","0:00:06"
"Screen off (locked)","12/16/23","2:21:16 PM","0:02:03"
"Chrome","12/16/23","2:20:25 PM","0:00:51"
"Messenger","12/16/23","2:19:01 PM","0:01:24"
"Chrome","12/16/23","2:18:57 PM","0:00:01"
"Screen on (unlocked)","12/16/23","2:18:56 PM","0:00:01"
"Screen on (locked)","12/16/23","2:18:54 PM","0:00:02"
"Screen off (locked)","12/16/23","2:18:36 PM","0:00:18"
"Chrome","12/16/23","2:18:20 PM","0:00:17"
"Screen on (unlocked)","12/16/23","2:18:20 PM","0:00:00"
"Screen off","12/16/23","2:18:19 PM","0:00:01"
"Screen off (locked)","12/16/23","2:17:43 PM","0:00:36"
"Chrome","12/16/23","2:16:17 PM","0:01:26"
"Facebook","12/16/23","2:15:23 PM","0:00:53"
"Screen on (unlocked)","12/16/23","2:15:22 PM","0:00:00"
"Screen off","12/16/23","2:15:20 PM","0:00:02"
"Screen off (locked)","12/16/23","1:54:07 PM","0:21:13"
"Facebook","12/16/23","1:47:27 PM","0:06:40"
"Chrome","12/16/23","1:46:51 PM","0:00:34"
"Facebook","12/16/23","1:44:56 PM","0:01:54"
"Screen on (unlocked)","12/16/23","1:44:56 PM","0:00:00"
"Screen off","12/16/23","1:44:55 PM","0:00:01"
"Screen off (locked)","12/16/23","1:42:42 PM","0:02:13"
"Facebook","12/16/23","1:33:01 PM","0:09:41"
"Screen on (unlocked)","12/16/23","1:33:01 PM","0:00:00"
"Screen off","12/16/23","1:33:00 PM","0:00:01"
"Screen off (locked)","12/16/23","1:32:57 PM","0:00:03"
"Screen on (locked)","12/16/23","1:32:36 PM","0:00:21"
"Screen off (locked)","12/16/23","1:32:29 PM","0:00:06"
"Facebook","12/16/23","1:31:42 PM","0:00:47"
"Messenger","12/16/23","1:31:37 PM","0:00:03"
"Facebook","12/16/23","1:30:14 PM","0:01:23"
"Messenger","12/16/23","1:30:03 PM","0:00:10"
"Screen on (unlocked)","12/16/23","1:30:03 PM","0:00:00"
"Screen off","12/16/23","1:30:02 PM","0:00:01"
"Screen off (locked)","12/16/23","1:29:40 PM","0:00:23"
"Screen on (locked)","12/16/23","1:29:32 PM","0:00:08"
"Screen off (locked)","12/16/23","12:54:34 PM","0:34:57"
"Messenger","12/16/23","12:54:28 PM","0:00:07"
"Facebook","12/16/23","12:54:21 PM","0:00:07"
"Screen on (unlocked)","12/16/23","12:54:21 PM","0:00:00"
"Screen on (locked)","12/16/23","12:54:18 PM","0:00:02"
"Screen off (locked)","12/16/23","12:31:41 PM","0:22:37"
"Facebook","12/16/23","12:30:49 PM","0:00:52"
"Screen on (unlocked)","12/16/23","12:30:42 PM","0:00:00"
"Screen off","12/16/23","12:30:42 PM","0:00:00"
"Screen off (locked)","12/16/23","12:30:12 PM","0:00:30"
"Screen on (unlocked)","12/16/23","12:29:59 PM","0:00:00"
"Screen on (locked)","12/16/23","12:29:58 PM","0:00:01"
"Screen off (locked)","12/16/23","12:26:48 PM","0:03:10"
"Privé by Zalando","12/16/23","12:23:28 PM","0:01:07"
"Gallery","12/16/23","12:23:23 PM","0:00:01"
"Screen on (unlocked)","12/16/23","12:23:22 PM","0:00:00"
"Screen off","12/16/23","12:23:22 PM","0:00:00"
"Screen off (locked)","12/16/23","12:15:59 PM","0:07:23"
"Gallery","12/16/23","12:15:51 PM","0:00:07"
"Screen on (unlocked)","12/16/23","12:15:51 PM","0:00:00"
"Screen off","12/16/23","12:15:51 PM","0:00:01"
"Screen off (locked)","12/16/23","12:11:45 PM","0:04:05"
"Gallery","12/16/23","12:11:27 PM","0:00:19"
"Screen on (unlocked)","12/16/23","12:11:26 PM","0:00:01"
"Screen on (locked)","12/16/23","12:11:24 PM","0:00:03"
"Screen off (locked)","12/16/23","8:25:05 AM","3:46:18"
"Gallery","12/16/23","8:24:55 AM","0:00:10"
"Facebook","12/16/23","8:24:50 AM","0:00:01"
"Screen on (unlocked)","12/16/23","8:24:50 AM","0:00:00"
"Screen on (locked)","12/16/23","8:24:48 AM","0:00:02"
"Screen off (locked)","12/16/23","8:11:31 AM","0:13:17"
"Facebook","12/16/23","8:11:10 AM","0:00:21"
"Outlook","12/16/23","8:11:01 AM","0:00:06"
"Screen on (unlocked)","12/16/23","8:11:01 AM","0:00:00"
"Screen off","12/16/23","8:11:00 AM","0:00:01"
"Screen off (locked)","12/16/23","8:00:13 AM","0:10:48"
"Outlook","12/16/23","7:59:57 AM","0:00:16"
"IDF Mobilités","12/16/23","7:59:52 AM","0:00:05"
"Screen on (unlocked)","12/16/23","7:59:51 AM","0:00:00"
"Screen on (locked)","12/16/23","7:59:49 AM","0:00:02"
"Screen off (locked)","12/16/23","7:59:07 AM","0:00:42"
"Clock","12/16/23","7:59:01 AM","0:00:06"
"Screen on (locked)","12/16/23","7:59:01 AM","0:00:00"
"Screen off (locked)","12/16/23","7:56:29 AM","0:02:32"
"IDF Mobilités","12/16/23","7:56:26 AM","0:00:03"
"Screen on (unlocked)","12/16/23","7:56:26 AM","0:00:00"
"Screen off","12/16/23","7:56:25 AM","0:00:01"
"Screen off (locked)","12/16/23","7:55:14 AM","0:01:11"
"IDF Mobilités","12/16/23","7:54:58 AM","0:00:16"
"Screen on (unlocked)","12/16/23","7:54:57 AM","0:00:00"
"Screen off","12/16/23","7:54:57 AM","0:00:00"
"Screen off (locked)","12/16/23","7:42:48 AM","0:12:09"
"IDF Mobilités","12/16/23","7:41:27 AM","0:01:21"
"Screen on (unlocked)","12/16/23","7:41:27 AM","0:00:00"
"Screen off","12/16/23","7:41:27 AM","0:00:00"
"Screen off (locked)","12/16/23","7:40:52 AM","0:00:34"
"IDF Mobilités","12/16/23","7:40:43 AM","0:00:09"
"Screen on (unlocked)","12/16/23","7:40:43 AM","0:00:01"
"Screen on (locked)","12/16/23","7:40:40 AM","0:00:02"
"Screen off (locked)","12/16/23","7:39:30 AM","0:01:10"
"IDF Mobilités","12/16/23","7:39:22 AM","0:00:09"
"Screen on (unlocked)","12/16/23","7:39:22 AM","0:00:00"
"Screen off","12/16/23","7:39:21 AM","0:00:00"
"Screen off (locked)","12/16/23","7:38:46 AM","0:00:36"
"IDF Mobilités","12/16/23","7:38:33 AM","0:00:13"
"Screen on (unlocked)","12/16/23","7:38:33 AM","0:00:00"
"Screen off","12/16/23","7:38:33 AM","0:00:00"
"Screen off (locked)","12/16/23","7:38:17 AM","0:00:16"
"IDF Mobilités","12/16/23","7:38:01 AM","0:00:16"
"Permission controller","12/16/23","7:37:59 AM","0:00:02"
"IDF Mobilités","12/16/23","7:37:57 AM","0:00:01"
"Permission controller","12/16/23","7:37:55 AM","0:00:02"
"IDF Mobilités","12/16/23","7:37:43 AM","0:00:12"
"Google Play Store","12/16/23","7:36:35 AM","0:01:08"
"Finder","12/16/23","7:36:25 AM","0:00:03"
"Finder","12/16/23","7:36:16 AM","0:00:06"
"Screen on (unlocked)","12/16/23","7:36:10 AM","0:00:00"
"Screen off","12/16/23","7:35:48 AM","0:00:22"
"Messenger","12/16/23","7:34:31 AM","0:00:01"
"Screen on (unlocked)","12/16/23","7:34:31 AM","0:00:00"
"Screen off","12/16/23","7:34:30 AM","0:00:01"
"Screen off (locked)","12/16/23","7:21:47 AM","0:12:42"
"Messenger","12/16/23","7:21:37 AM","0:00:10"
"Screen on (unlocked)","12/16/23","7:21:37 AM","0:00:00"
"Screen on (locked)","12/16/23","7:21:37 AM","0:00:00"
"Screen off (locked)","12/16/23","7:21:35 AM","0:00:02"
"Screen on (locked)","12/16/23","7:21:33 AM","0:00:02"
"Screen off (locked)","12/16/23","7:21:19 AM","0:00:14"
"Messenger","12/16/23","7:21:10 AM","0:00:08"
"Messenger","12/16/23","7:21:02 AM","0:00:08"
"Screen on (unlocked)","12/16/23","7:21:01 AM","0:00:00"
"Screen off","12/16/23","7:21:00 AM","0:00:00"
"Screen off (locked)","12/16/23","7:20:07 AM","0:00:53"
"Messenger","12/16/23","7:19:55 AM","0:00:07"
"Chrome","12/16/23","7:19:52 AM","0:00:02"
"Screen on (unlocked)","12/16/23","7:18:58 AM","0:00:52"
"Messenger","12/16/23","7:18:58 AM","0:00:00"
"Screen on (locked)","12/16/23","7:18:43 AM","0:00:16"
"Screen off (locked)","12/16/23","7:18:19 AM","0:00:23"
"Messenger","12/16/23","7:18:05 AM","0:00:15"
"Chrome","12/16/23","7:18:03 AM","0:00:02"
"Screen on (unlocked)","12/16/23","7:18:03 AM","0:00:00"
"Screen off","12/16/23","7:18:02 AM","0:00:00"
"Screen off (locked)","12/16/23","7:17:56 AM","0:00:06"
"Chrome","12/16/23","7:17:50 AM","0:00:06"
"Messenger","12/16/23","7:17:29 AM","0:00:21"
"Chrome","12/16/23","7:17:27 AM","0:00:02"
"Messenger","12/16/23","7:17:17 AM","0:00:08"
"Screen on (unlocked)","12/16/23","7:17:17 AM","0:00:00"
"Screen off","12/16/23","7:17:16 AM","0:00:01"
"Screen off (locked)","12/16/23","7:16:47 AM","0:00:29"
"Messenger","12/16/23","7:16:29 AM","0:00:18"
"Chrome","12/16/23","7:15:37 AM","0:00:51"
"Messenger","12/16/23","7:15:21 AM","0:00:15"
"Screen on (unlocked)","12/16/23","7:15:21 AM","0:00:00"
"Screen off","12/16/23","7:15:21 AM","0:00:01"
"Screen off (locked)","12/16/23","7:14:57 AM","0:00:24"
"Messenger","12/16/23","7:14:34 AM","0:00:23"
"Maps","12/16/23","7:14:30 AM","0:00:01"
"Messenger","12/16/23","7:14:23 AM","0:00:07"
"Maps","12/16/23","7:14:21 AM","0:00:02"
"Messenger","12/16/23","7:14:05 AM","0:00:16"
"Screen on (unlocked)","12/16/23","7:14:04 AM","0:00:00"
"Screen off (locked)","12/16/23","7:13:32 AM","0:00:33"
"Messenger","12/16/23","7:13:19 AM","0:00:13"
"Maps","12/16/23","7:13:00 AM","0:00:18"
"Citymapper","12/16/23","7:12:56 AM","0:00:03"
"Messenger","12/16/23","7:12:35 AM","0:00:21"
"Citymapper","12/16/23","7:10:37 AM","0:01:58"
"Screen on (unlocked)","12/16/23","7:10:37 AM","0:00:00"
"Screen off","12/16/23","7:10:36 AM","0:00:01"
"Screen off (locked)","12/16/23","7:10:15 AM","0:00:21"
"Citymapper","12/16/23","7:10:10 AM","0:00:05"
"Screen on (unlocked)","12/16/23","7:10:10 AM","0:00:00"
"Screen off","12/16/23","7:10:10 AM","0:00:01"
"Screen off (locked)","12/16/23","7:10:03 AM","0:00:06"
"Citymapper","12/16/23","7:09:55 AM","0:00:08"
"Screen on (unlocked)","12/16/23","7:09:55 AM","0:00:00"
"Screen off","12/16/23","7:09:54 AM","0:00:01"
"Screen off (locked)","12/16/23","7:09:32 AM","0:00:22"
"Citymapper","12/16/23","7:09:19 AM","0:00:13"
"Screen on (unlocked)","12/16/23","7:09:19 AM","0:00:00"
"Screen on (locked)","12/16/23","7:09:17 AM","0:00:02"
"Screen off (locked)","12/16/23","7:07:17 AM","0:02:00"
"Citymapper","12/16/23","7:07:11 AM","0:00:06"
"Screen on (unlocked)","12/16/23","7:07:11 AM","0:00:00"
"Screen off","12/16/23","7:07:10 AM","0:00:01"
"Screen off (locked)","12/16/23","7:06:55 AM","0:00:15"
"Citymapper","12/16/23","7:06:39 AM","0:00:16"
"Screen on (unlocked)","12/16/23","7:06:39 AM","0:00:00"
"Screen off","12/16/23","7:06:38 AM","0:00:01"
"Screen off (locked)","12/16/23","7:06:30 AM","0:00:08"
"Citymapper","12/16/23","7:05:59 AM","0:00:32"
"Citymapper","12/16/23","7:05:35 AM","0:00:23"
"Messenger","12/16/23","7:05:24 AM","0:00:10"
"Citymapper","12/16/23","7:05:21 AM","0:00:01"
"Messenger","12/16/23","7:05:11 AM","0:00:09"
"Citymapper","12/16/23","7:04:59 AM","0:00:08"
"Messenger","12/16/23","7:04:44 AM","0:00:15"
"Citymapper","12/16/23","7:04:02 AM","0:00:42"
"Screen on (unlocked)","12/16/23","7:03:48 AM","0:00:15"
"Screen on (locked)","12/16/23","7:03:44 AM","0:00:01"
"Messenger","12/16/23","7:03:42 AM","0:00:02"
"Screen on (unlocked)","12/16/23","7:03:42 AM","0:00:00"
"Screen off","12/16/23","7:03:42 AM","0:00:00"
"Screen off (locked)","12/16/23","7:03:25 AM","0:00:17"
"Messenger","12/16/23","7:03:18 AM","0:00:07"
"Maps","12/16/23","7:03:00 AM","0:00:17"
"Messenger","12/16/23","7:02:40 AM","0:00:20"
"Maps","12/16/23","7:02:16 AM","0:00:23"
"Chrome","12/16/23","7:02:09 AM","0:00:01"
"Facebook","12/16/23","7:02:01 AM","0:00:07"
"Screen on (unlocked)","12/16/23","7:01:57 AM","0:00:04"
"Wallpaper and style","12/16/23","7:01:54 AM","0:00:03"
"Screen on (locked)","12/16/23","7:01:46 AM","0:00:08"
"Screen off (locked)","12/16/23","7:01:17 AM","0:00:29"
"Screen on (locked)","12/16/23","7:01:10 AM","0:00:07"
"Screen off (locked)","12/16/23","7:00:36 AM","0:00:34"
"Facebook","12/16/23","6:58:31 AM","0:02:05"
"Screen on (unlocked)","12/16/23","6:58:31 AM","0:00:00"
"Screen off","12/16/23","6:58:30 AM","0:00:01"
"Screen off (locked)","12/16/23","6:58:04 AM","0:00:26"
"Facebook","12/16/23","6:56:03 AM","0:02:00"
"Screen on (unlocked)","12/16/23","6:56:03 AM","0:00:00"
"Screen off","12/16/23","6:56:03 AM","0:00:01"
"Screen off (locked)","12/16/23","6:55:45 AM","0:00:17"
"Facebook","12/16/23","6:53:37 AM","0:02:08"
"Screen on (unlocked)","12/16/23","6:53:37 AM","0:00:00"
"Screen off","12/16/23","6:53:36 AM","0:00:01"
"Screen off (locked)","12/16/23","6:53:12 AM","0:00:24"
"Facebook","12/16/23","6:52:18 AM","0:00:54"
"Messenger","12/16/23","6:51:54 AM","0:00:21"
"Screen on (unlocked)","12/16/23","6:51:54 AM","0:00:00"
"Screen off","12/16/23","6:51:54 AM","0:00:01"
"Screen off (locked)","12/16/23","6:49:21 AM","0:02:33"
"Messenger","12/16/23","6:49:01 AM","0:00:20"
"Facebook","12/16/23","6:48:53 AM","0:00:08"
"Messenger","12/16/23","6:48:42 AM","0:00:10"
"Facebook","12/16/23","6:48:39 AM","0:00:02"
"Screen on (unlocked)","12/16/23","6:48:39 AM","0:00:00"
"Screen on (locked)","12/16/23","6:48:37 AM","0:00:02"
"Screen off (locked)","12/16/23","6:44:01 AM","0:04:36"
"Screen on (locked)","12/16/23","6:43:53 AM","0:00:08"
"Facebook","12/16/23","6:43:08 AM","0:00:44"
"Messenger","12/16/23","6:43:04 AM","0:00:01"
"Dealabs","12/16/23","6:42:48 AM","0:00:09"
"Screen on (unlocked)","12/16/23","6:42:48 AM","0:00:00"
"Screen off","12/16/23","6:42:47 AM","0:00:01"
"Screen off (locked)","12/16/23","6:41:54 AM","0:00:53"
"Dealabs","12/16/23","6:41:24 AM","0:00:30"
"Messenger","12/16/23","6:41:20 AM","0:00:01"
"Screen on (unlocked)","12/16/23","6:41:20 AM","0:00:00"
"Screen off","12/16/23","6:41:19 AM","0:00:01"
"Screen off (locked)","12/16/23","6:39:56 AM","0:01:24"
"Messenger","12/16/23","6:39:03 AM","0:00:52"
"Screen on (unlocked)","12/16/23","6:39:02 AM","0:00:00"
"Screen off","12/16/23","6:39:02 AM","0:00:00"
"Screen off (locked)","12/16/23","6:36:45 AM","0:02:17"
"Messenger","12/16/23","6:35:51 AM","0:00:51"
"FlixBus","12/16/23","6:35:38 AM","0:00:11"
"Screen on (unlocked)","12/16/23","6:35:38 AM","0:00:00"
"Screen off","12/16/23","6:35:38 AM","0:00:01"
"Screen off (locked)","12/16/23","6:29:06 AM","0:06:32"
"FlixBus","12/16/23","6:28:27 AM","0:00:39"
"Facebook","12/16/23","6:28:23 AM","0:00:01"
"Screen on (unlocked)","12/16/23","6:28:22 AM","0:00:00"
"Screen off","12/16/23","6:28:22 AM","0:00:01"
"Screen off (locked)","12/16/23","6:27:49 AM","0:00:32"
"Facebook","12/16/23","6:26:19 AM","0:01:31"
"Messenger","12/16/23","6:25:45 AM","0:00:34"
"Facebook","12/16/23","6:25:08 AM","0:00:37"
"Messenger","12/16/23","6:25:01 AM","0:00:06"
"Facebook","12/16/23","6:24:58 AM","0:00:02"
"Screen on (unlocked)","12/16/23","6:24:58 AM","0:00:00"
"Screen off","12/16/23","6:24:57 AM","0:00:01"
"Screen off (locked)","12/16/23","6:24:25 AM","0:00:32"
"Facebook","12/16/23","6:23:40 AM","0:00:45"
"Chrome","12/16/23","6:23:31 AM","0:00:03"
"Messenger","12/16/23","6:23:27 AM","0:00:02"
"Messenger","12/16/23","6:23:22 AM","0:00:02"
"Screen on (unlocked)","12/16/23","6:23:21 AM","0:00:00"
"Screen off","12/16/23","6:23:20 AM","0:00:01"
"Screen off (locked)","12/16/23","6:21:48 AM","0:01:32"
"Facebook","12/16/23","6:21:05 AM","0:00:36"
"Spotify","12/16/23","6:20:49 AM","0:00:15"
"Screen on (unlocked)","12/16/23","6:20:49 AM","0:00:00"
