"App name","Date","Time","Duration"
"Screen on (unlocked)","12/25/23","12:56:03 PM","0:00:00"
"Screen on (locked)","12/25/23","12:56:00 PM","0:00:02"
"Screen off (locked)","12/25/23","12:54:40 PM","0:01:21"
"Lazada","12/25/23","12:54:13 PM","0:00:27"
"Discord","12/25/23","12:53:39 PM","0:00:34"
"Lazada","12/25/23","12:53:22 PM","0:00:17"
"Chrome","12/25/23","12:53:17 PM","0:00:02"
"Dealabs","12/25/23","12:52:56 PM","0:00:20"
"Facebook","12/25/23","12:52:39 PM","0:00:13"
"Discord","12/25/23","12:51:49 PM","0:00:45"
"Facebook","12/25/23","12:50:53 PM","0:00:49"
"Screen on (unlocked)","12/25/23","12:50:53 PM","0:00:00"
"Screen on (locked)","12/25/23","12:50:50 PM","0:00:03"
"Screen off (locked)","12/25/23","12:49:59 PM","0:00:50"
"Facebook","12/25/23","12:49:50 PM","0:00:10"
"Messenger","12/25/23","12:49:45 PM","0:00:01"
"Screen on (unlocked)","12/25/23","12:49:45 PM","0:00:00"
"Screen on (locked)","12/25/23","12:49:43 PM","0:00:02"
"Screen off (locked)","12/25/23","12:49:23 PM","0:00:20"
"Messenger","12/25/23","12:49:17 PM","0:00:06"
"Dealabs","12/25/23","12:49:04 PM","0:00:09"
"Screen on (unlocked)","12/25/23","12:49:03 PM","0:00:00"
"Screen on (locked)","12/25/23","12:49:00 PM","0:00:03"
"Screen off (locked)","12/25/23","11:48:26 AM","1:00:34"
"Dealabs","12/25/23","11:47:43 AM","0:00:43"
"Messenger","12/25/23","11:47:21 AM","0:00:22"
"Screen on (unlocked)","12/25/23","11:47:21 AM","0:00:00"
"Screen on (locked)","12/25/23","11:47:19 AM","0:00:02"
"Screen off (locked)","12/25/23","11:46:11 AM","0:01:08"
"Messenger","12/25/23","11:44:36 AM","0:01:34"
"Dealabs","12/25/23","11:44:18 AM","0:00:18"
"Screen on (unlocked)","12/25/23","11:39:42 AM","0:04:26"
"Messenger","12/25/23","11:39:42 AM","0:00:00"
"Screen on (locked)","12/25/23","11:39:39 AM","0:00:03"
"Screen off (locked)","12/25/23","11:38:25 AM","0:01:14"
"Messenger","12/25/23","11:37:42 AM","0:00:43"
"Dealabs","12/25/23","11:36:18 AM","0:01:23"
"Facebook","12/25/23","11:34:45 AM","0:01:30"
"Screen on (unlocked)","12/25/23","11:34:45 AM","0:00:00"
"Screen on (locked)","12/25/23","11:34:43 AM","0:00:02"
"Screen off (locked)","12/25/23","11:33:30 AM","0:01:13"
"Screen on (unlocked)","12/25/23","11:33:03 AM","0:00:26"
"Facebook","12/25/23","11:33:03 AM","0:00:00"
"Screen on (locked)","12/25/23","11:33:02 AM","0:00:01"
"Screen off (locked)","12/25/23","11:31:03 AM","0:01:59"
"Facebook","12/25/23","11:30:03 AM","0:01:00"
"Screen on (unlocked)","12/25/23","11:29:57 AM","0:00:01"
"Screen on (locked)","12/25/23","11:29:54 AM","0:00:02"
"Screen off (locked)","12/25/23","11:25:48 AM","0:04:06"
"Call","12/25/23","11:25:17 AM","0:00:31"
"Screen on (locked)","12/25/23","11:25:17 AM","0:00:00"
"Screen off (locked)","12/25/23","11:25:05 AM","0:00:13"
"Maps","12/25/23","11:24:59 AM","0:00:01"
"Screen on (unlocked)","12/25/23","11:24:59 AM","0:00:00"
"Screen on (locked)","12/25/23","11:24:54 AM","0:00:05"
"Screen off (locked)","12/25/23","10:38:17 AM","0:46:37"
"Maps","12/25/23","10:38:03 AM","0:00:14"
"Screen on (unlocked)","12/25/23","10:38:03 AM","0:00:00"
"Screen off","12/25/23","10:38:03 AM","0:00:00"
"Screen off (locked)","12/25/23","10:36:49 AM","0:01:14"
"Screen on (locked)","12/25/23","10:36:41 AM","0:00:09"
"Screen off (locked)","12/25/23","10:28:36 AM","0:08:05"
"Maps","12/25/23","10:28:28 AM","0:00:07"
"Screen on (unlocked)","12/25/23","10:28:28 AM","0:00:00"
"Screen on (locked)","12/25/23","10:28:26 AM","0:00:02"
"Screen off (locked)","12/25/23","10:23:25 AM","0:05:01"
"Maps","12/25/23","10:23:11 AM","0:00:15"
"Chrome","12/25/23","10:22:33 AM","0:00:38"
"Facebook","12/25/23","10:22:28 AM","0:00:01"
"Screen on (unlocked)","12/25/23","10:22:27 AM","0:00:00"
"Screen on (locked)","12/25/23","10:22:26 AM","0:00:02"
"Screen off (locked)","12/25/23","10:21:22 AM","0:01:03"
"Screen on (locked)","12/25/23","10:21:20 AM","0:00:02"
"Screen off (locked)","12/25/23","10:12:19 AM","0:09:01"
"Facebook","12/25/23","10:10:49 AM","0:01:30"
"Chrome","12/25/23","10:10:33 AM","0:00:11"
"Screen on (unlocked)","12/25/23","10:10:32 AM","0:00:00"
"Screen on (locked)","12/25/23","10:10:30 AM","0:00:03"
"Screen off (locked)","12/25/23","10:06:55 AM","0:03:35"
"Chrome","12/25/23","10:06:32 AM","0:00:23"
"Bonial","12/25/23","10:04:57 AM","0:01:34"
"Facebook","12/25/23","10:04:48 AM","0:00:05"
"Screen on (unlocked)","12/25/23","10:04:48 AM","0:00:00"
"Screen on (locked)","12/25/23","10:04:46 AM","0:00:03"
"Screen off (locked)","12/25/23","10:03:56 AM","0:00:50"
"Facebook","12/25/23","10:03:51 AM","0:00:05"
"Screen on (unlocked)","12/25/23","10:03:51 AM","0:00:00"
"Screen on (locked)","12/25/23","10:03:49 AM","0:00:02"
"Screen off (locked)","12/25/23","10:03:21 AM","0:00:28"
"Screen on (unlocked)","12/25/23","10:02:05 AM","0:01:16"
"Facebook","12/25/23","10:02:05 AM","0:00:00"
"Screen on (locked)","12/25/23","10:02:03 AM","0:00:02"
"Screen off (locked)","12/25/23","9:57:48 AM","0:04:15"
"Facebook","12/25/23","9:56:17 AM","0:01:31"
"Screen on (unlocked)","12/25/23","9:56:17 AM","0:00:00"
"Screen on (locked)","12/25/23","9:56:13 AM","0:00:04"
"Screen off (locked)","12/25/23","9:15:06 AM","0:41:07"
"Clock","12/25/23","9:14:02 AM","0:01:04"
"Screen on (locked)","12/25/23","9:14:01 AM","0:00:00"
"Screen off (locked)","12/25/23","9:10:09 AM","0:03:53"
"Clock","12/25/23","9:09:01 AM","0:01:07"
"Screen on (locked)","12/25/23","9:09:01 AM","0:00:00"
"Screen off (locked)","12/25/23","9:05:09 AM","0:03:53"
"Clock","12/25/23","8:59:02 AM","0:06:06"
"Screen on (locked)","12/25/23","8:59:02 AM","0:00:01"
"Screen off (locked)","12/25/23","5:10:24 AM","3:48:38"
"Screen on (locked)","12/25/23","5:10:22 AM","0:00:02"
"Screen off (locked)","12/25/23","5:10:15 AM","0:00:07"
"Screen on (locked)","12/25/23","5:09:49 AM","0:00:27"
"Screen off (locked)","12/25/23","5:09:29 AM","0:00:20"
"Facebook","12/25/23","5:09:01 AM","0:00:28"
"Screen on (unlocked)","12/25/23","5:09:01 AM","0:00:00"
"Screen on (locked)","12/25/23","5:08:57 AM","0:00:03"
"Screen off (locked)","12/25/23","5:08:55 AM","0:00:03"
"Screen on (locked)","12/25/23","5:08:47 AM","0:00:08"
"Screen off (locked)","12/25/23","5:08:42 AM","0:00:05"
"Facebook","12/25/23","5:07:34 AM","0:01:08"
"Screen on (unlocked)","12/25/23","5:07:33 AM","0:00:00"
"Screen on (locked)","12/25/23","5:07:31 AM","0:00:02"
"Screen off (locked)","12/25/23","3:32:30 AM","1:35:01"
"Screen on (locked)","12/25/23","3:32:23 AM","0:00:07"
"Screen off (locked)","12/25/23","3:31:11 AM","0:01:13"
"Facebook","12/25/23","3:31:08 AM","0:00:03"
"Screen on (unlocked)","12/25/23","3:31:07 AM","0:00:00"
"Screen on (locked)","12/25/23","3:31:04 AM","0:00:03"
"Screen off (locked)","12/25/23","3:22:22 AM","0:08:42"
"Screen on (locked)","12/25/23","3:22:15 AM","0:00:07"
"Screen off (locked)","12/25/23","3:18:57 AM","0:03:19"
"Facebook","12/25/23","3:14:02 AM","0:04:55"
"Screen on (unlocked)","12/25/23","3:14:01 AM","0:00:00"
"Screen on (locked)","12/25/23","3:14:00 AM","0:00:02"
"Screen off (locked)","12/25/23","3:12:49 AM","0:01:11"
"Facebook","12/25/23","3:11:15 AM","0:01:34"
"Screen on (unlocked)","12/25/23","3:11:15 AM","0:00:01"
"Screen on (locked)","12/25/23","3:11:07 AM","0:00:08"
"Screen off (locked)","12/25/23","3:10:41 AM","0:00:26"
"Facebook","12/25/23","3:10:33 AM","0:00:08"
"Screen on (unlocked)","12/25/23","3:10:33 AM","0:00:00"
"Screen on (locked)","12/25/23","3:10:31 AM","0:00:02"
"Screen off (locked)","12/25/23","3:09:54 AM","0:00:37"
"Screen on (unlocked)","12/25/23","3:08:53 AM","0:01:01"
"Facebook","12/25/23","3:08:53 AM","0:00:00"
"Screen on (locked)","12/25/23","3:08:51 AM","0:00:02"
"Screen off (locked)","12/25/23","3:08:47 AM","0:00:04"
"Facebook","12/25/23","3:07:20 AM","0:01:27"
"Screen on (unlocked)","12/25/23","3:07:19 AM","0:00:00"
"Screen on (locked)","12/25/23","3:07:16 AM","0:00:03"
"Screen off (locked)","12/25/23","3:07:12 AM","0:00:04"
"Screen on (locked)","12/25/23","3:07:05 AM","0:00:07"
"Screen off (locked)","12/25/23","3:06:54 AM","0:00:11"
"Facebook","12/25/23","3:06:45 AM","0:00:09"
"Screen on (unlocked)","12/25/23","3:06:33 AM","0:00:09"
"Clock","12/25/23","3:06:33 AM","0:00:00"
"Screen on (locked)","12/25/23","3:06:31 AM","0:00:02"
"Screen off (locked)","12/25/23","3:05:53 AM","0:00:38"
"Screen on (unlocked)","12/25/23","3:05:41 AM","0:00:12"
"Clock","12/25/23","3:05:41 AM","0:00:00"
"Screen on (locked)","12/25/23","3:05:38 AM","0:00:02"
"Screen off (locked)","12/25/23","2:58:18 AM","0:07:20"
"Clock","12/25/23","2:58:02 AM","0:00:16"
"Screen on (unlocked)","12/25/23","2:57:57 AM","0:00:00"
"Screen on (locked)","12/25/23","2:57:54 AM","0:00:04"
"Screen off (locked)","12/25/23","2:57:36 AM","0:00:18"
"Discord","12/25/23","2:56:37 AM","0:00:49"
"Messenger","12/25/23","2:56:23 AM","0:00:11"
"Screen on (unlocked)","12/25/23","2:56:22 AM","0:00:01"
"Screen on (locked)","12/25/23","2:56:20 AM","0:00:02"
"Screen off (locked)","12/25/23","2:53:11 AM","0:03:09"
"Screen on (locked)","12/25/23","2:53:01 AM","0:00:10"
"Messenger","12/25/23","2:52:45 AM","0:00:16"
"Dealabs","12/25/23","2:52:37 AM","0:00:08"
"Screen on (unlocked)","12/25/23","2:52:37 AM","0:00:00"
"Screen on (locked)","12/25/23","2:52:35 AM","0:00:03"
"Screen off (locked)","12/25/23","2:49:01 AM","0:03:34"
"Dealabs","12/25/23","2:48:32 AM","0:00:29"
"Screen on (unlocked)","12/25/23","2:48:32 AM","0:00:00"
"Screen on (locked)","12/25/23","2:47:36 AM","0:00:55"
"Screen off (locked)","12/25/23","2:46:55 AM","0:00:41"
"Screen on (locked)","12/25/23","2:46:51 AM","0:00:04"
"Screen off (locked)","12/25/23","2:45:43 AM","0:01:08"
"Dealabs","12/25/23","2:45:32 AM","0:00:11"
"Screen on (unlocked)","12/25/23","2:45:32 AM","0:00:00"
"Screen on (locked)","12/25/23","2:45:29 AM","0:00:03"
"Screen off (locked)","12/24/23","11:33:04 PM","3:12:25"
"Dealabs","12/24/23","11:32:13 PM","0:00:51"
"Screen on (unlocked)","12/24/23","11:32:13 PM","0:00:00"
"Screen on (locked)","12/24/23","11:32:11 PM","0:00:02"
"Screen off (locked)","12/24/23","11:31:12 PM","0:00:59"
"Dealabs","12/24/23","11:28:52 PM","0:02:20"
"Facebook","12/24/23","11:28:11 PM","0:00:37"
"Messenger","12/24/23","11:28:01 PM","0:00:09"
"Facebook","12/24/23","11:26:39 PM","0:01:22"
"Screen on (unlocked)","12/24/23","11:26:39 PM","0:00:00"
"Screen on (locked)","12/24/23","11:26:36 PM","0:00:02"
"Screen off (locked)","12/24/23","11:25:58 PM","0:00:39"
"Facebook","12/24/23","11:23:35 PM","0:02:22"
"Messenger","12/24/23","11:23:23 PM","0:00:13"
"Facebook","12/24/23","11:16:08 PM","0:07:14"
"Messenger","12/24/23","11:15:53 PM","0:00:13"
"Screen on (unlocked)","12/24/23","11:15:53 PM","0:00:00"
"Screen on (locked)","12/24/23","11:15:49 PM","0:00:03"
"Screen off (locked)","12/24/23","11:11:39 PM","0:04:11"
"Messenger","12/24/23","11:11:15 PM","0:00:24"
"Zalo","12/24/23","11:10:46 PM","0:00:29"
"Maps","12/24/23","11:10:31 PM","0:00:15"
"Chrome","12/24/23","11:10:17 PM","0:00:13"
"Camera","12/24/23","11:09:57 PM","0:00:01"
"Screen on (unlocked)","12/24/23","11:09:57 PM","0:00:00"
"Screen on (locked)","12/24/23","11:09:53 PM","0:00:03"
"Screen off (locked)","12/24/23","10:46:13 PM","0:23:41"
"Screen on (locked)","12/24/23","10:46:06 PM","0:00:07"
"Screen off (locked)","12/24/23","9:29:20 PM","1:16:46"
"Screen on (locked)","12/24/23","9:29:17 PM","0:00:03"
"Screen off (locked)","12/24/23","9:07:15 PM","0:22:02"
"Screen on (locked)","12/24/23","9:07:11 PM","0:00:03"
"Screen off (locked)","12/24/23","8:39:02 PM","0:28:09"
"Camera","12/24/23","8:38:54 PM","0:00:08"
"Messenger","12/24/23","8:38:48 PM","0:00:05"
"Screen on (unlocked)","12/24/23","8:38:48 PM","0:00:00"
"Screen on (locked)","12/24/23","8:38:46 PM","0:00:02"
"Screen off (locked)","12/24/23","5:33:14 PM","3:05:32"
"Messenger","12/24/23","5:32:58 PM","0:00:16"
"Screen on (unlocked)","12/24/23","5:32:58 PM","0:00:00"
"Screen on (locked)","12/24/23","5:32:55 PM","0:00:03"
"Screen off (locked)","12/24/23","5:32:37 PM","0:00:18"
"Messenger","12/24/23","5:32:09 PM","0:00:28"
"BlaBlaCar","12/24/23","5:31:38 PM","0:00:31"
"Screen on (unlocked)","12/24/23","5:31:38 PM","0:00:00"
"Screen on (locked)","12/24/23","5:31:36 PM","0:00:02"
"Screen off (locked)","12/24/23","5:29:38 PM","0:01:58"
"BlaBlaCar","12/24/23","5:29:31 PM","0:00:07"
"Screen on (unlocked)","12/24/23","5:29:31 PM","0:00:00"
"Screen on (locked)","12/24/23","5:29:28 PM","0:00:03"
"Screen off (locked)","12/24/23","5:28:52 PM","0:00:36"
"BlaBlaCar","12/24/23","5:28:45 PM","0:00:07"
"Calendar","12/24/23","5:28:41 PM","0:00:04"
"BlaBlaCar","12/24/23","5:28:19 PM","0:00:19"
"Messenger","12/24/23","5:28:09 PM","0:00:07"
"Screen on (unlocked)","12/24/23","5:28:09 PM","0:00:00"
"Screen on (locked)","12/24/23","5:28:07 PM","0:00:02"
"Screen off (locked)","12/24/23","5:23:31 PM","0:04:36"
"Messenger","12/24/23","5:23:23 PM","0:00:08"
"Screen on (unlocked)","12/24/23","5:23:23 PM","0:00:00"
"Screen on (locked)","12/24/23","5:23:21 PM","0:00:02"
"Screen off (locked)","12/24/23","5:22:43 PM","0:00:38"
"Messenger","12/24/23","5:22:31 PM","0:00:12"
"Screen on (unlocked)","12/24/23","5:22:31 PM","0:00:00"
"Screen on (locked)","12/24/23","5:22:29 PM","0:00:02"
"Screen off (locked)","12/24/23","5:13:40 PM","0:08:49"
"Messenger","12/24/23","5:13:14 PM","0:00:25"
"Facebook","12/24/23","5:06:20 PM","0:06:54"
"Screen on (unlocked)","12/24/23","5:06:04 PM","0:00:05"
"Discord","12/24/23","5:06:04 PM","0:00:00"
"Screen on (locked)","12/24/23","5:06:02 PM","0:00:02"
"Screen off (locked)","12/24/23","5:01:14 PM","0:04:48"
"Discord","12/24/23","5:00:21 PM","0:00:53"
"Messenger","12/24/23","5:00:02 PM","0:00:18"
"Zalo","12/24/23","4:47:43 PM","0:12:19"
"Messenger","12/24/23","4:46:51 PM","0:00:52"
"Zalo","12/24/23","4:45:20 PM","0:01:30"
"Screen on (unlocked)","12/24/23","4:44:59 PM","0:00:02"
"Zalo","12/24/23","4:24:44 PM","0:20:15"
"Screen on (locked)","12/24/23","4:24:44 PM","0:00:00"
"Screen off (locked)","12/24/23","4:04:36 PM","0:20:08"
"Zalo","12/24/23","4:03:50 PM","0:00:46"
"Facebook","12/24/23","4:03:44 PM","0:00:06"
"Screen on (unlocked)","12/24/23","4:03:44 PM","0:00:00"
"Screen on (locked)","12/24/23","4:03:42 PM","0:00:02"
"Screen off (locked)","12/24/23","4:02:24 PM","0:01:18"
"Facebook","12/24/23","4:01:16 PM","0:01:08"
"Screen on (unlocked)","12/24/23","3:09:47 PM","0:51:29"
"Messenger","12/24/23","3:09:35 PM","0:00:11"
"Screen on (locked)","12/24/23","3:09:35 PM","0:00:00"
"Screen off (locked)","12/24/23","2:40:35 PM","0:29:00"
"Messenger","12/24/23","2:39:37 PM","0:00:58"
"Screen on (locked)","12/24/23","2:39:37 PM","0:00:00"
"Screen off (locked)","12/24/23","11:36:38 AM","3:02:59"
"Facebook","12/24/23","11:34:33 AM","0:02:05"
"Privé by Zalando","12/24/23","11:33:07 AM","0:01:22"
"Screen on (unlocked)","12/24/23","11:33:07 AM","0:00:00"
"Screen on (locked)","12/24/23","11:33:04 AM","0:00:02"
"Screen off (locked)","12/24/23","11:25:39 AM","0:07:25"
"Messenger","12/24/23","11:25:25 AM","0:00:14"
"Screen on (locked)","12/24/23","11:25:25 AM","0:00:00"
"Screen off (locked)","12/24/23","11:20:29 AM","0:04:56"
"Privé by Zalando","12/24/23","11:19:49 AM","0:00:40"
"Screen on (unlocked)","12/24/23","11:19:49 AM","0:00:01"
"Screen on (locked)","12/24/23","11:19:47 AM","0:00:02"
"Screen off (locked)","12/24/23","11:08:27 AM","0:11:20"
"Privé by Zalando","12/24/23","11:05:21 AM","0:03:06"
"Messenger","12/24/23","11:04:56 AM","0:00:01"
"Screen on (unlocked)","12/24/23","11:04:56 AM","0:00:01"
"Screen on (locked)","12/24/23","11:04:54 AM","0:00:02"
"Screen off (locked)","12/24/23","10:51:52 AM","0:13:02"
"Messenger","12/24/23","10:51:48 AM","0:00:04"
"Facebook","12/24/23","10:51:42 AM","0:00:06"
"Screen on (unlocked)","12/24/23","10:51:42 AM","0:00:00"
"Screen on (locked)","12/24/23","10:51:40 AM","0:00:02"
"Screen off (locked)","12/24/23","10:50:47 AM","0:00:53"
"Facebook","12/24/23","10:49:22 AM","0:01:25"
"Messenger","12/24/23","10:48:54 AM","0:00:26"
"Chrome","12/24/23","10:48:23 AM","0:00:31"
"Messenger","12/24/23","10:48:13 AM","0:00:10"
"Facebook","12/24/23","10:47:54 AM","0:00:18"
"Messenger","12/24/23","10:47:40 AM","0:00:12"
"Facebook","12/24/23","10:47:32 AM","0:00:06"
"Messenger","12/24/23","10:47:02 AM","0:00:30"
"Facebook","12/24/23","10:46:19 AM","0:00:41"
"Messenger","12/24/23","10:46:01 AM","0:00:15"
"Zalo","12/24/23","10:45:54 AM","0:00:07"
"Screen on (unlocked)","12/24/23","10:45:54 AM","0:00:00"
"Screen on (locked)","12/24/23","10:45:52 AM","0:00:02"
"Screen off (locked)","12/24/23","10:32:19 AM","0:13:33"
"Zalo","12/24/23","10:32:14 AM","0:00:04"
"Messenger","12/24/23","10:32:09 AM","0:00:05"
"Screen on (unlocked)","12/24/23","10:32:09 AM","0:00:00"
"Screen on (locked)","12/24/23","10:32:07 AM","0:00:02"
"Screen off (locked)","12/24/23","10:20:32 AM","0:11:35"
"Messenger","12/24/23","10:19:56 AM","0:00:37"
"Facebook","12/24/23","10:19:53 AM","0:00:01"
"TPBank Mobile","12/24/23","10:19:50 AM","0:00:01"
"Screen on (unlocked)","12/24/23","10:19:50 AM","0:00:00"
"Screen on (locked)","12/24/23","10:19:48 AM","0:00:02"
"Screen off (locked)","12/24/23","10:13:55 AM","0:05:53"
"TPBank Mobile","12/24/23","10:13:22 AM","0:00:34"
"TPBank Mobile","12/24/23","10:13:01 AM","0:00:13"
"Facebook","12/24/23","10:12:56 AM","0:00:01"
"Screen on (unlocked)","12/24/23","10:12:56 AM","0:00:00"
"Screen on (locked)","12/24/23","10:12:54 AM","0:00:02"
"Screen off (locked)","12/24/23","10:12:45 AM","0:00:09"
"Facebook","12/24/23","10:11:49 AM","0:00:56"
"Screen on (unlocked)","12/24/23","10:11:37 AM","0:00:02"
"Skype","12/24/23","10:11:37 AM","0:00:00"
"Screen on (locked)","12/24/23","10:11:35 AM","0:00:02"
"Screen off (locked)","12/24/23","9:57:57 AM","0:13:38"
"Skype","12/24/23","9:32:01 AM","0:25:55"
"Permission controller","12/24/23","9:32:00 AM","0:00:01"
"Skype","12/24/23","9:31:50 AM","0:00:10"
"Screen on (unlocked)","12/24/23","9:31:50 AM","0:00:00"
"Screen on (locked)","12/24/23","9:31:48 AM","0:00:02"
"Screen off (locked)","12/24/23","9:28:40 AM","0:03:08"
"Skype","12/24/23","9:28:16 AM","0:00:24"
"Weather","12/24/23","9:27:26 AM","0:00:50"
"Skype","12/24/23","9:26:40 AM","0:00:46"
"Messenger","12/24/23","9:26:17 AM","0:00:03"
"Screen on (unlocked)","12/24/23","9:26:16 AM","0:00:00"
"Screen on (locked)","12/24/23","9:26:14 AM","0:00:02"
"Screen off (locked)","12/24/23","9:11:48 AM","0:14:26"
"Messenger","12/24/23","9:04:23 AM","0:07:26"
"Screen on (unlocked)","12/24/23","9:02:38 AM","0:01:43"
"Facebook","12/24/23","9:02:38 AM","0:00:00"
"Screen on (locked)","12/24/23","9:02:34 AM","0:00:04"
"Screen off (locked)","12/24/23","8:53:42 AM","0:08:52"
"Facebook","12/24/23","8:49:48 AM","0:03:54"
"Spotify","12/24/23","8:49:20 AM","0:00:23"
"Facebook","12/24/23","8:49:15 AM","0:00:02"
"Messenger","12/24/23","8:48:54 AM","0:00:20"
"Facebook","12/24/23","8:43:23 AM","0:05:28"
"Screen on (unlocked)","12/24/23","8:42:45 AM","0:00:00"
"Messenger","12/24/23","8:42:44 AM","0:00:37"
"Screen on (locked)","12/24/23","8:42:41 AM","0:00:03"
"Screen off (locked)","12/24/23","7:59:23 AM","0:43:18"
"Clock","12/24/23","7:59:01 AM","0:00:22"
"Screen on (locked)","12/24/23","7:59:00 AM","0:00:00"
"Screen off (locked)","12/24/23","7:00:15 AM","0:58:45"
"Messenger","12/24/23","7:00:12 AM","0:00:03"
"Clock","12/24/23","7:00:02 AM","0:00:10"
"Screen on (locked)","12/24/23","7:00:02 AM","0:00:01"
"Screen off (locked)","12/24/23","6:02:01 AM","0:58:01"
"Messenger","12/24/23","6:01:33 AM","0:00:27"
"Screen on (locked)","12/24/23","6:01:33 AM","0:00:00"
"Screen off (locked)","12/24/23","1:07:21 AM","4:54:12"
"Discord","12/24/23","1:06:21 AM","0:01:01"
"Messenger","12/24/23","1:06:02 AM","0:00:18"
"Discord","12/24/23","1:05:37 AM","0:00:25"
"Messenger","12/24/23","1:05:02 AM","0:00:35"
"Discord","12/24/23","1:02:43 AM","0:02:19"
"Facebook","12/24/23","1:02:26 AM","0:00:17"
"Discord","12/24/23","1:01:55 AM","0:00:29"
"Facebook","12/24/23","12:58:08 AM","0:03:47"
"Messenger","12/24/23","12:55:51 AM","0:02:17"
"Screen on (unlocked)","12/24/23","12:55:25 AM","0:00:25"
"Facebook","12/24/23","12:55:25 AM","0:00:00"
"Screen on (locked)","12/24/23","12:55:23 AM","0:00:02"
"Screen off (locked)","12/24/23","12:50:59 AM","0:04:24"
"Facebook","12/24/23","12:49:08 AM","0:01:51"
"Screen on (unlocked)","12/24/23","12:48:57 AM","0:00:01"
"Screen on (locked)","12/24/23","12:48:55 AM","0:00:02"
"Screen off (locked)","12/24/23","12:48:18 AM","0:00:36"
"Screen on (unlocked)","12/24/23","12:47:52 AM","0:00:00"
"Screen on (locked)","12/24/23","12:47:48 AM","0:00:04"
"Screen off (locked)","12/23/23","7:59:53 PM","4:47:55"
"Liên Quân Mobile","12/23/23","7:41:45 PM","0:18:04"
"Permission controller","12/23/23","7:41:44 PM","0:00:01"
"Liên Quân Mobile","12/23/23","7:41:12 PM","0:00:32"
"Finder","12/23/23","7:41:10 PM","0:00:01"
"Facebook","12/23/23","7:41:01 PM","0:00:06"
"Screen on (unlocked)","12/23/23","7:41:01 PM","0:00:01"
"Screen on (locked)","12/23/23","7:40:58 PM","0:00:03"
"Screen off (locked)","12/23/23","7:19:19 PM","0:21:39"
"Screen on (locked)","12/23/23","7:19:11 PM","0:00:08"
"Screen off (locked)","12/23/23","7:14:28 PM","0:04:43"
"Facebook","12/23/23","6:52:09 PM","0:22:19"
"Messenger","12/23/23","6:51:53 PM","0:00:15"
"Facebook","12/23/23","6:51:44 PM","0:00:08"
"Messenger","12/23/23","6:51:00 PM","0:00:43"
"Facebook","12/23/23","6:36:15 PM","0:14:45"
"Messenger","12/23/23","6:34:48 PM","0:01:25"
"Facebook","12/23/23","6:33:10 PM","0:01:39"
"Messenger","12/23/23","6:32:44 PM","0:00:25"
"Screen on (unlocked)","12/23/23","6:32:43 PM","0:00:00"
"Screen on (locked)","12/23/23","6:32:41 PM","0:00:02"
"Screen off (locked)","12/23/23","6:30:09 PM","0:02:33"
"Messenger","12/23/23","6:27:51 PM","0:02:18"
"Messenger","12/23/23","6:27:12 PM","0:00:36"
"Screen on (unlocked)","12/23/23","6:27:12 PM","0:00:00"
